Entry,CoreID,Drive,DepthDrive,SedDepth,AgeLo,AgeMed,AgeHi,Li,Be,B,Na,Mg,Al,Si,P,K,K_NoNeg,Ca,Sc,Ti,V,Cr,Mn,Fe,Fe_1,Co,Ni,Cu,Zn,Ge,As,As_1,Se,Se_2,Se_1,Rb,Sr,Zr,Mo,Ag,Cd,In,Sn,Sb,Cs,Ba,La,Ce,W,Tl,Pb,Bi,U
346,NA,D2,NA,325,3752,4017,4276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,LL-M70,D2,71,326,3773,4033,4287,0.599458652,NA,0.268489247,0.200469191,0.333369927,0.287202972,0.26240438,0.322794821,0.302260684,0.331478243,0.226199408,0.568934405,0.321003585,0.87388481,0.487337437,0.244929531,0.533049957,0.573817441,1.032680766,0.497601349,0.378044948,0.474013624,NA,0.125744373,1.190651456,-0.068952806,-0.38640509,0.104891448,0.424934455,0.195320155,0.702277846,2.562069438,0.227320943,0.261967183,-0.32910849,0.042557106,1.696082194,0.339504466,0.211005814,0.278563072,0.311198876,292.6075505,NA,1,1.981809462,0.530283204
347,NA,D2,NA,328,3803,4064,4310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,LL-M71,D2,74,329,3821,4078,4327,1.243079232,NA,0.169819846,0.129954179,0.190693831,0.188328313,0.212620381,0.194316761,0.224570501,0.246278259,0.146481882,0.503371131,0.251060113,0.323393352,0.291066172,0.160042186,0.356525075,0.369979983,0.883975644,0.342928874,0.274019652,0.849506502,NA,0.086851451,0.580826361,-0.024262034,0.097395043,0.08880317,0.450577226,0.12571449,0.468653054,3.038739856,0.180887369,0.189469288,-0.212711183,0.024955083,1.141010071,0.316169791,0.140837422,0.196178988,0.226351149,0.267973694,NA,1,-0.897034662,0.366707877
348,NA,D2,NA,331,3845,4106,4354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,LL-M72,D2,77,332,3858,4119,4364,6.538472513,NA,0.252713731,0.204874898,0.320377898,0.276512903,0.304875185,0.254875687,0.244190122,0.26779438,0.214820215,0.459746492,0.265237146,0.509104535,0.289600887,0.232109274,0.520856568,0.553616535,0.642658821,0.338167954,0.355521188,0.864115852,NA,0.122824935,0.765875271,-0.072949228,0.130423126,2.676271956,0.59129561,0.187930725,0.313666635,0.383887574,0.096912545,0.24028714,-2.688439103,0.058753367,0.259512245,0.418759892,0.200765027,0.268567293,0.319810177,3.944361159,NA,1,-0.253452441,0.481023954
349,NA,D2,NA,334,3883,4145,4390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,LL-M73,D2,80,335,3892,4157,4404,1.774350065,NA,0.246303188,0.204768013,0.285905766,0.275723571,0.301273008,0.299910113,0.366421032,0.40184055,0.210765759,0.697340388,0.376500473,0.671249031,0.444096823,0.211097915,0.53217407,0.562207289,1.355323019,0.559566379,0.391257247,1.08135564,NA,0.125451126,0.527075433,-0.051070244,-2.435872508,0.04730987,0.521496052,0.185207362,0.796644962,45.68957924,0.237822622,0.273874782,-2.712447291,0.052452551,1.601930585,0.372948189,0.193623877,0.282395913,0.326062105,-1.972912029,NA,1,1.815549199,0.557569462
350,NA,D2,NA,337,3923,4185,4421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,LL-M74,D2,83,338,3931,4199,4430,1.053259578,NA,0.251908538,0.206203189,0.250636045,0.285224535,0.33374448,0.299910113,0.269568211,0.295625603,0.228473317,0.592770358,0.402168758,0.579126602,0.399283787,0.258336355,0.557945426,0.607010249,1.272358702,0.559718131,0.403579673,0.510093645,NA,0.161042883,0.58075238,0.162535409,-2.117037542,0.074480756,0.585456308,0.19442527,0.669124042,5.60413147,0.170752882,0.243657648,0.396087296,0.079160484,-19.60056941,0.463672564,0.211542433,0.302095415,0.353438247,-3.030457606,NA,1,-1.059887204,0.599426848
351,NA,D2,NA,340,3945,4227,4467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,LL-M75,D2,86,341,3969,4241,4475,0.827069044,NA,0.233726635,0.192897403,0.216797074,0.232897206,0.267333569,0.224716511,0.367861262,0.403419998,0.197205918,0.426718644,0.264627501,0.752979105,0.290509549,0.238923796,0.456637191,0.490826817,0.502530205,0.304068279,0.329070872,0.332832235,NA,0.121014883,0.942547079,-0.040236232,2.474636051,-0.411390175,0.430304582,0.168247544,0.321489753,0.495015975,0.160389268,0.238151984,-0.17648881,0.056973528,0.45332557,0.354280339,0.170384979,0.255749486,0.29683525,1.124706896,NA,1,-0.247406451,0.431048855
352,NA,D2,NA,343,4003,4269,4494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,LL-M76,D2,89,344,4020,4284,4506,0.592515957,NA,0.19280961,0.151322449,0.23414084,0.18343292,0.21567889,0.176241296,0.243675811,0.267230354,0.15468058,0.452692656,0.263407509,0.505474674,0.236728298,0.157374641,0.354862013,0.369887966,0.552942633,0.365323612,0.273422783,0.508516652,NA,0.092257225,0.472575856,-0.031522987,-0.274485266,0.078364599,0.393931612,0.134965475,0.411929773,0.918007907,0.244652539,0.199774974,-0.179331232,0.029844181,2.021968742,0.28419164,0.14291522,0.213484098,0.25133954,-13.72811778,NA,1,-5.195767071,0.393317535
353,NA,D2,NA,346,4052,4309,4530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,LL-M77,D2,92,347,4068,4323,4537,0.843298441,NA,0.174941226,0.139844634,0.222733979,0.189007148,0.213045468,0.193975761,0.329374839,0.361213345,0.151903426,0.437375052,0.299838429,0.943716456,0.346337802,0.253259224,0.385581472,0.413812094,0.622938949,0.379008727,0.258634428,0.577728647,NA,0.084738842,0.344175564,-0.021878031,0.120803621,0.190929516,0.415975948,0.129402181,0.411813801,1.38568237,2.987795832,0.16886263,-0.251408075,0.033012324,2.244854251,0.313459824,0.143021044,0.210238562,0.242261097,-1.291489741,NA,1,-8.593696034,0.379479363
354,NA,D2,NA,349,4096,4350,4553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,LL-M78,D2,95,350,4109,4363,4565,0.810927719,NA,0.177677835,0.153628782,0.232235653,0.181218622,0.211038599,0.170653078,0.219462862,0.240676897,0.155312648,0.442284526,0.275554694,0.508120229,0.28151279,0.158114625,0.373498937,0.383495217,0.692247008,0.332242923,0.29854812,0.248734185,NA,0.092538637,0.580488205,-0.04220386,-0.11100305,0.153890399,0.375417686,0.135015249,0.461754932,1.318193872,0.170451153,0.190350255,-0.786307171,0.042796109,1.034169574,0.295086308,0.140807616,0.21967525,0.256481874,-1.108431183,NA,1,-1.714696005,0.417566343
355,NA,D2,NA,352,4148,4391,4587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,LL-M79,D2,98,353,4166,4404,4596,0.797009648,NA,0.17372842,0.146147904,0.236410434,0.190792486,0.207211209,0.1665796,0.227053385,0.249001147,0.165805791,0.447632007,0.299001106,0.498730181,0.319834921,0.173391595,0.364416841,0.401295425,0.645780849,0.365210186,0.310321605,0.214841074,NA,0.092072526,0.442940113,-0.019103597,-0.383582419,0.047940312,0.426523023,0.14068173,0.441208893,1.548011461,0.257727341,0.205654552,-3.901975607,0.037213808,3.17101927,0.323329864,0.146458072,0.226521252,0.265591437,-1.33552401,NA,1,0.700370492,0.40423715
356,NA,D2,NA,355,4191,4427,4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,LL-M80,D2,101,356,4208,4440,4630,1.393617424,NA,0.197084357,0.156176723,0.171992345,0.176452027,0.237202661,0.148705431,0.229143748,0.251293571,0.159028874,0.451289224,0.380093797,0.250641996,0.30850348,0.184851569,0.330531979,0.36004478,0.563735806,0.36480231,0.283673158,0.267579307,NA,0.112576384,0.866991598,-0.042473728,-0.758385772,0.417629268,0.457317836,0.138486601,0.378507003,1.553119508,0.134583046,0.185560088,0.252152797,0.042690863,1.392544959,0.401164558,0.132216349,0.211834683,0.25261322,-13.64695173,NA,1,1.704547028,0.421162507
357,NA,D2,NA,358,4241,4467,4647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,LL-M81,D2,104,359,4256,4481,4657,1.186562966,NA,0.228635111,0.1660603,0.179203539,0.178511346,0.235084781,0.132103264,0.433112232,0.474978352,0.160779097,0.523646095,0.348868612,0.308281084,0.296039309,0.184109544,0.342233128,0.378567836,0.419026839,0.402509796,0.282223294,0.29774834,NA,0.099353935,0.443171135,-0.066247079,0.202051654,0.087722259,0.466071351,0.142387818,0.463631061,1.135918868,0.167380595,0.165217939,-0.182854716,0.035592803,7.248507795,0.424500088,0.132762772,0.218136663,0.257784143,-14.68383264,NA,1,-5.055654189,0.417122661
358,NA,D2,NA,361,4293,4509,4681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,LL-M82,D2,107,362,4314,4523,4689,0.625032784,NA,0.202387143,0.150429275,0.177235564,0.199517884,0.216494493,0.180397061,0.203010907,0.22263464,0.164276599,0.434012979,0.325133842,0.356921489,0.359519104,0.18582962,0.399267915,0.405138973,0.536891245,0.399609942,0.305785032,0.246271471,NA,0.11081949,0.691015282,-3.512543795,-0.398511691,0.094632884,0.435335835,0.146885252,0.610700375,1.029198042,0.155719645,0.183836619,-0.275785641,0.04222875,2.207524216,0.367135214,0.156342261,0.239415942,0.288550536,-2.36156406,NA,1,3.42970786,0.429303717
359,NA,D2,NA,364,4341,4556,4717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,LL-M83,D2,110,365,4354,4570,4734,0.549743553,NA,0.221532796,0.162026039,0.179693495,0.195103424,0.206561783,0.164466836,0.21033344,0.230664995,0.17811234,0.455713628,0.292197107,0.389473436,0.297175323,0.199689153,0.434960924,0.46774146,0.636073587,0.412818023,0.301559629,0.187631831,NA,0.108178869,0.727211321,-0.021005189,-0.28408385,0.091791433,0.42158988,0.152650004,0.446858753,1.006246447,0.206169773,0.171286235,-0.119960763,0.038985938,2.265939249,0.367543142,0.154122016,0.244333397,0.283635896,0.908707223,NA,1,-1.00297808,0.417327947
360,NA,D2,NA,367,4402,4596,4746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,LL-M84,D2,113,368,4424,4609,4754,0.763627922,NA,0.176962652,0.133253928,0.163248763,0.220760493,0.190227862,0.211580422,0.232334705,0.254792978,0.162849784,0.394441208,0.229918273,0.621108582,0.371943193,0.185896465,0.392402357,0.404851852,0.43278103,0.309175067,0.29494559,0.194410654,NA,0.095120062,0.369369048,-0.048620077,-0.141501414,0.094279034,0.392503423,0.137870226,0.52976092,0.318204029,-13.58238804,0.186087033,-0.154593632,0.034285118,0.65760413,0.306451242,0.161032529,0.239357782,0.28212699,-0.999620951,NA,1,10.84942136,0.367916162
361,NA,D2,NA,370,4448,4635,4775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,LL-M85,D2,116,371,4472,4647,4780,0.507360043,NA,0.154738803,0.13417627,0.170318277,0.253999495,0.221328836,0.260888351,0.292310009,0.320565701,0.165206467,0.452490759,0.243205275,0.686716944,0.395218041,0.172151252,0.444396013,0.481040393,0.518666496,0.345441504,0.30115531,0.213059509,NA,0.108049003,0.327424999,-0.019143857,0.435194616,0.05737667,0.387274124,0.144431215,0.553213909,0.742001057,-0.197453317,0.222102612,-0.189844824,0.047399195,1.485237655,0.311011679,0.173032854,0.240496266,0.281336773,-3.656951388,NA,1,-1.703010743,0.37503044
362,NA,D2,NA,373,4520,4673,4790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,LL-M86,D2,119,374,4539,4686,4799,0.527103926,NA,0.146147377,0.144731196,0.179286139,0.279831602,0.233998303,0.261777212,0.23138038,0.253746404,0.176005813,0.467997014,0.243387793,0.690195092,0.355926382,0.176268261,0.473815645,0.514267419,0.584444469,0.365967225,0.303691671,0.216054609,NA,0.116360465,0.571004121,-0.030071991,0.260480245,0.458750215,0.417328284,0.15003076,0.617093804,0.726156399,1.00646292,0.2041094,-0.206070809,0.046464027,1.979769916,0.321769156,0.191707959,0.252831639,0.292442708,1.900892759,NA,1,1.639691024,0.389267635
363,NA,D2,NA,376,4580,4711,4813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,LL-M87,D2,122,377,4596,4726,4821,0.850122991,NA,0.183834988,0.174335786,0.208818942,0.351195251,0.273206637,0.317118071,0.510069142,0.559374181,0.203957496,0.594910354,0.278462844,1.599611517,0.494727346,0.199152174,0.572787783,0.586112493,0.750097155,0.409394811,0.360828205,0.250808051,NA,0.120083999,2.399239412,-0.187855231,5.390342269,0.055862455,0.453474828,0.174511806,0.744689858,0.656331808,-0.328258228,0.209899171,-0.158414163,0.041767772,0.835893849,0.329409905,0.222326082,0.292728953,0.340307538,48.96028441,NA,1,5.015378734,0.409519186
364,NA,D2,NA,379,4623,4758,4843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,LL-M88,D2,125,380,4632,4773,4864,0.516440997,NA,0.253062939,0.221839125,0.257651278,0.407150578,0.333770433,0.413594452,0.26767809,0.293552775,0.276655924,0.717373377,0.362503291,1.586392553,0.583370875,0.274591217,0.712588883,0.75740811,0.775559706,0.572529459,0.441524068,0.292247003,NA,0.176387688,10.83201343,-0.023373298,-0.358889774,0.209534729,0.548187926,0.232671053,1.223085902,0.902911936,-1.182724257,0.284293931,-0.582812684,0.068372955,1.8910371,0.421372994,0.284394018,0.378598566,0.425395233,-1.265965261,NA,1,2.654940806,0.552462124
365,NA,D2,NA,382,4665,4798,4880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,LL-M89,D2,128,383,4678,4810,4893,0.705827898,NA,0.198873243,0.193727174,0.216130006,0.349759236,0.310984207,0.35856412,0.330767771,0.362740923,0.209027811,0.651019468,0.251561065,0.716712697,0.379912515,0.235258685,0.513279972,0.571405876,0.692732243,0.433314666,0.367441588,0.177503293,NA,0.148428309,1.465536946,-0.050516321,-0.244465242,0.125090068,0.521013632,0.184305627,0.820129035,0.90896463,1.286965896,0.22103481,23.65517193,0.050295624,1.379053195,0.404131148,0.22442041,0.288379988,0.333472608,-1.736047256,NA,1,2.810524641,0.451623368
366,NA,D2,NA,385,4698,4836,4927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,LL-M90,D2,131,386,4717,4846,4936,0.598852198,NA,0.210259492,0.208218023,0.232026621,0.379271932,0.334536733,0.377437898,0.310755467,0.34079416,0.234658758,0.61239967,0.304104439,0.839562745,0.45918506,0.25223341,0.511598499,0.543776168,0.687633787,0.482882122,0.423805314,0.250461954,NA,0.172213488,0.461636599,-0.034761908,-0.836652812,0.110478168,0.471308108,0.198261519,0.802171831,1.000609216,0.817598566,0.263390917,-0.23856932,0.065240877,2.437544037,0.382140209,0.242470932,0.311194964,0.361639625,-1.752750733,NA,1,-23.66372664,0.510813294
367,NA,D2,NA,388,4743,4865,4955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,LL-M91,D2,134,389,4752,4873,4967,0.721034552,NA,0.225564403,0.217687074,0.254520674,0.420256031,0.364196342,0.398551645,0.307592284,0.337325213,0.248078842,0.691348108,0.400887815,1.086921405,0.471738939,0.253084475,0.569309781,0.601046982,0.79868119,0.5801943,0.472825497,0.246271471,NA,0.181813226,1.200160143,-0.09364901,-0.160465911,-1.716111969,0.536656601,0.22279744,0.814267163,1.225235775,1.027487667,0.26595653,-0.593408015,0.061178544,1.975637656,0.400373795,0.275319705,0.356024677,0.414837284,5.335751433,NA,1,6.777325376,0.580674626
368,NA,D2,NA,391,4790,4899,4999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,LL-M92,D2,137,392,4818,4918,5010,0.814157097,NA,0.153195824,0.140271671,0.170994875,0.306850716,0.239809284,0.275779415,0.249311641,0.273410962,0.165284431,0.446413351,0.334357497,1.352737012,0.395529095,0.168416215,0.401386048,0.437065686,0.552230996,0.387084854,0.328043847,0.16864242,NA,0.111706046,0.376654033,-0.032064046,-0.119281486,0.079339534,0.457285541,0.144277822,0.483471131,0.690516263,-1.252744582,0.209573746,-0.198893465,0.034846101,1.908335785,0.332618228,0.190329709,0.263816847,0.30473094,-1.055374832,NA,1,4.447626349,0.413925675
157,LL-M97,D3,8,393,4842,4936,5022,1.569569119,NA,0.156613986,0.135841382,0.169516861,0.266758421,0.214789812,0.253956144,0.257175141,0.282034576,0.163706194,0.467665069,0.526837244,0.915273916,0.398935654,0.246757364,0.315255291,0.343256466,0.381475358,0.335693041,0.319016115,0.174047626,NA,0.095451944,0.535625135,-0.014493405,-0.106183302,0.063213612,0.393511215,0.143188476,0.526056669,0.352169723,-0.665368229,0.209973696,-0.1956357,0.031424277,0.80682074,0.286149504,0.179549315,0.230287493,0.266639572,-0.805659938,NA,1,-1.514670937,0.385180836
369,NA,D2,NA,394,4856,4950,5043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,NA,D3,NA,395,4862,4962,5066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,LL-M98,D3,11,396,4888,4977,5079,1.212718754,NA,0.166390792,0.154909413,0.187710584,0.33680519,0.274554379,0.311203799,0.298768172,0.327648131,0.183153998,0.599453571,0.350474009,1.956458529,0.435445083,0.276514474,0.422612499,0.444389068,0.712450212,0.467699384,0.360487439,0.237515152,NA,0.114513473,0.499066593,-0.020875609,0.709517834,0.485832207,0.464718006,0.164034615,0.666115777,0.65880819,-3.921212161,0.225582852,-0.264824444,0.052676134,0.978802773,0.382986132,0.207183332,0.278966084,0.330324355,-0.863156817,NA,1,3.488897416,0.461472691
371,NA,D3,NA,398,4926,5014,5112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,LL-M99,D3,14,399,4942,5034,5143,1.672745933,NA,0.173442757,0.161720688,0.186897834,0.318386157,0.270991382,0.301154554,0.297904086,0.326700521,0.1835532,0.558676282,0.371384978,1.044403597,0.525261235,0.198076792,0.484392257,0.526560088,0.759317618,0.492482252,0.356287382,0.2793642,NA,0.113545292,0.469938194,-0.025172185,-8.832260991,0.057806955,0.425352358,0.166572785,0.607792278,0.587419641,-0.449901193,0.236552456,-0.185211347,0.051533512,0.789950639,0.327005295,0.205305264,0.284067577,0.334125294,-0.707819245,NA,1,-2.469676826,0.428240867
693,NA,D3,NA,400,4957,5053,5178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,D3,NA,401,4966,5064,5189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,LL-M100,D3,17,402,4978,5075,5200,2.373691537,NA,0.186898905,0.165490912,0.177171963,0.278712822,0.263391637,0.252338164,0.341551054,0.374566554,0.175579391,0.437198395,0.290485741,0.511474158,0.278738019,0.219006357,0.290821516,0.320001648,0.491255489,0.30306816,0.314732458,0.292105328,NA,0.112666482,1.071310106,-0.035532307,0.115363528,0.039278818,0.468846857,0.160760923,0.326326294,0.256698345,0.305669677,0.221944419,-0.199757369,0.043861839,0.271619806,0.366342023,0.18042742,0.262239513,0.306941179,-1.204178328,NA,1,-0.364234722,0.358262225
373,NA,D3,NA,404,4990,5097,5227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,LL-M101,D3,20,405,4993,5107,5249,1.065574357,NA,0.192648995,0.181176627,0.205933185,0.299103117,0.295161303,0.273132425,0.255193289,0.27986115,0.208183254,0.436230564,0.319729357,0.524132956,0.286386651,0.246045564,0.346384629,0.371505833,0.486381081,0.327393303,0.34362593,0.71543421,NA,0.144741066,0.453607062,-0.034813288,0.263672077,-0.211374728,0.521666532,0.184829153,0.343253284,0.264969017,0.166669496,0.240005862,-0.23221928,0.059795909,0.293264463,0.406707575,0.217457872,0.318421844,0.374530797,-3.613193015,NA,1,-0.285863479,0.387290259
374,NA,D3,NA,407,5016,5132,5271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,LL-M102,D3,23,408,5023,5145,5286,-3.863328622,NA,0.093372303,0.070510279,0.108223347,0.108083847,0.088748774,0.092461371,0.272334393,0.298659173,0.077698537,0.156156199,0.113674697,2.143334045,0.129768582,0.110008826,0.104493068,0.111065299,0.172293281,0.121289664,0.128359739,0.234052617,NA,0.0325994,0.306383491,0.051405346,0.10079383,0.020582466,0.162679486,0.070596965,0.15515028,0.085917175,0.045445414,0.089780986,-0.040582032,0.01138509,0.116101279,0.114708297,0.083529022,0.123754314,0.143373098,-0.238432913,NA,1,-0.079539008,0.142624652
375,NA,D3,NA,410,5035,5170,5323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,LL-M103,D3,26,411,5046,5180,5332,0.808338189,NA,0.160199061,0.139142163,0.154287251,0.224712213,0.195546285,0.191942472,0.286445791,0.314134627,0.163524686,0.278275183,0.24268429,0.818358653,0.259284429,0.215726085,0.170464911,0.186083462,0.277414864,0.240245375,0.258780021,0.29075922,NA,0.089423475,0.368077326,-0.02560887,0.103742968,0.066305528,0.337856055,0.140848491,0.281292293,0.241465696,0.145824066,0.169324484,-0.144087304,-0.255699293,0.276945687,0.261586369,0.161837928,0.24514006,0.287632515,0.341933714,NA,1,-0.184763665,0.274740435
