Entry,CoreID,Drive,DepthDrive,SedDepth,AgeLo,AgeMed,AgeHi,Li,Be,B,Na,Mg,Al,Si,P,K,K_NoNeg,Ca,Sc,Ti,V,Cr,Mn,Fe,Fe_1,Co,Ni,Cu,Zn,Ge,As,As_1,Se,Se_2,Se_1,Rb,Sr,Zr,Mo,Ag,Cd,In,Sn,Sb,Cs,Ba,La,Ce,W,Tl,Pb,Bi,U
246,LL-M192,D4,143,658,8657,8907,9048,0.267040296,NA,0.413628724,0.408979591,0.358344583,0.425770509,0.470714758,0.398187792,1.101936324,1.208453281,0.720799605,0.281056111,0.362496912,0.262686456,0.363671666,0.466873296,0.27581698,0.26757956,0.222922659,0.269050306,0.300878207,0.865629203,NA,1.825197,0.555380189,0.227124123,0.301118361,0.54349702,0.482476125,0.862071133,0.375159929,0.358261603,1.083737946,0.633568209,0.196450158,0.285858185,0.596611727,0.567013447,0.910338347,0.455477995,0.427430984,3.271538689,NA,1,0.457410962,0.248781504
248,LL-M195,D5,5,660,8706,8953,9085,0.306055433,NA,0.420307336,0.48380543,0.381912192,0.467128691,0.476238057,0.393215482,1.197764354,1.313544379,0.735898321,0.29929986,0.410657483,0.254073786,0.413505288,0.480043109,0.27669514,0.286982969,0.244362215,0.287621509,0.299614727,0.940470264,NA,1.811947409,0.46356448,0.155900112,0.215391961,0.174758546,0.496484812,0.902128443,0.454377291,0.419465915,3.703509994,0.644002657,0.253906051,0.244318469,0.485841408,0.606354833,0.92241934,0.479607331,0.441230831,4.016339719,NA,1,0.382387858,0.270305318
459,NA,D5,NA,662,8790,8985,9097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,LL-M196,D5,8,663,8812,9001,9104,0.295387761,NA,0.289701771,0.43983539,0.335149956,0.479851216,0.403589205,0.405395739,1.201082212,1.317182953,0.624173405,0.243433671,0.345302832,0.199490916,0.341788973,0.514201488,0.209457753,0.216218613,0.22959422,0.22120097,0.232043694,0.629598369,NA,1.306971407,0.458517432,0.108732744,0.140428396,-0.394934568,0.440005279,0.721476232,0.33842979,0.245149257,3.004228885,0.484392149,0.299164332,0.116686559,0.27013555,0.575233882,0.759297636,0.325222904,0.305196622,2.211928667,NA,1,0.237028407,0.160628604
460,NA,D5,NA,665,8841,9031,9126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,LL-M197,D5,11,666,8861,9051,9142,0.325297511,NA,0.352963178,0.5668719,0.431806131,0.602507063,0.550150711,0.556471874,1.127060555,1.236006108,0.755672357,0.294962583,0.461413346,0.268499613,0.434837662,0.633776808,0.309370526,0.295945917,0.322524269,0.357184288,0.271944822,0.854724219,NA,1.677048993,0.630881129,0.136245024,0.219029409,-1.084236812,0.511897966,0.917852524,0.343248956,0.324903698,1.096304281,0.543631146,0.261632179,0.306645694,0.36037417,0.643939321,0.990338519,0.464269244,0.434749474,1.543717133,NA,1,0.527364026,0.215129667
461,NA,D5,NA,668,8889,9084,9200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,LL-M198,D5,14,669,8905,9096,9226,0.379644719,NA,0.575371262,0.802661815,0.58097894,0.725176417,0.737229178,0.688596708,0.759952102,0.833411688,1.118794002,0.377084004,0.641831672,0.368695988,0.540036099,0.771641475,0.439387062,0.419501269,0.432313231,0.503345066,0.372209265,1.246799241,NA,3.089093286,1.10372083,0.167608768,0.302434342,19.65857333,0.480974491,1.340581425,0.450398169,0.505213256,2.462173924,0.875186244,0.303127079,0.438346078,0.697763251,0.688757319,1.414784171,0.71419483,0.649793115,8.388777073,NA,1,-0.690964627,0.320106806
462,NA,D5,NA,671,8941,9123,9268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,LL-M199,D5,17,672,8957,9140,9279,0.368680283,NA,0.512750562,0.788173553,0.552756022,0.741792895,0.678560466,0.595970289,0.833267497,0.913814002,1.004461195,0.385629389,0.604535638,0.362465163,0.540811537,0.761464194,0.422523975,0.411674251,0.410987298,0.458297862,0.379680899,1.087743611,NA,2.962598669,0.804744882,0.085713413,0.243701747,-0.30649668,0.457613451,1.226755377,0.374206654,0.451148465,3.712847114,0.782867179,0.271567137,0.337430979,0.466707398,0.633864513,1.293224992,0.565398392,0.514205521,8.103771032,NA,1,-0.739456024,0.273513731
463,NA,D5,NA,674,8995,9173,9310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,LL-M200,D5,20,675,9005,9187,9334,0.333008656,NA,0.535579153,0.739011877,0.509727079,0.686132625,0.634119352,0.648377102,1.280096555,1.403835094,0.980078404,0.341910739,0.530842282,0.327626621,0.49800161,0.693072863,0.429377707,0.426527093,0.3926738,0.443311261,0.339882728,1.285375294,NA,2.330631658,0.939717097,1.709829087,0.652428528,0.275563976,0.483280686,1.160849427,0.343857795,0.449284533,2.249604006,0.740247517,0.304101632,0.367253021,0.444592046,0.673323746,1.23187365,0.54764559,0.489524457,0.960665448,NA,1,-1.621113193,0.258431674
464,NA,D5,NA,677,9053,9222,9357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,LL-M201,D5,23,678,9060,9239,9373,0.385561986,NA,0.80444419,1.1788999,0.685553335,0.88460074,0.794250502,0.879865534,1.091655946,1.197179167,1.359042053,0.423746005,0.755775453,0.412066472,0.654616957,0.893293912,0.458002887,0.460993929,0.446789741,0.54662707,0.56370794,1.70141464,NA,4.192670708,0.451646977,0.234029704,0.301884737,0.298833823,0.487861545,1.574212192,0.413168739,0.55625704,1.749987813,1.08614704,0.340706438,0.448864786,0.716736272,0.74360333,1.5773197,0.676765282,0.583263183,5.807031526,NA,1,-0.565744928,0.370099681
465,NA,D5,NA,680,9089,9271,9413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,LL-M202,D5,26,681,9102,9284,9419,0.522476337,NA,1.404220611,2.204787093,1.068832887,1.319873332,1.12319915,1.269409526,0.343978201,0.377228317,2.31582576,0.609894282,1.323032847,0.734606563,1.137342509,1.446159217,0.779215909,0.750358355,0.725911442,0.887524494,1.003678859,2.971459721,NA,6.928736753,0.822361305,0.346850391,0.932840519,-5.300863572,0.464103145,2.589305034,0.727985263,0.864262464,5.421662055,1.906538942,0.532202149,0.914246533,0.947886353,0.858255825,2.450698347,0.831114354,0.71619946,34.37387674,NA,1,-0.246688726,0.56378424
466,NA,D5,NA,683,9120,9312,9442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,LL-M203,D5,29,684,9130,9324,9457,0.395948577,NA,1.023947063,1.233097602,0.742551458,0.880310986,0.778539418,0.83649628,0.756273967,0.829378011,1.58700391,0.428054931,0.79086451,0.50015722,0.689522214,0.852497642,0.41261682,0.402970778,0.376004339,0.464337171,0.623916885,2.029235179,NA,12.18889029,0.456054933,0.192640026,0.327695567,3.296659346,0.403767011,1.848282039,0.505869227,0.508480316,2.9001037,1.304202211,0.342700767,0.530373689,0.53247627,0.662923551,1.747259544,0.731830208,0.629028145,9.342377292,NA,1,-0.298204119,0.304418879
467,NA,D5,NA,686,9145,9345,9485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,LL-M204,D5,32,687,9153,9353,9498,0.268975841,NA,0.513488098,0.54146207,0.41335177,0.464925885,0.431724073,0.434231089,1.133641815,1.243223535,0.858016253,0.235994557,0.393668575,0.253824751,0.36709984,0.437801427,0.221239656,0.209773029,0.238457102,0.29111566,0.247129954,1.062353557,NA,3.929158153,0.252348544,2.698975017,0.231214323,-0.243378428,0.409456209,0.978254822,0.310555396,0.27835129,1.810335966,0.597915838,0.214823698,0.230020152,0.396359604,0.487442887,1.017994609,0.544535454,0.471680217,6.045149835,NA,1,2.264409242,0.208293402
468,NA,D5,NA,689,9161,9370,9528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,LL-M205,D5,35,690,9166,9378,9551,0.234212824,NA,0.532840217,0.456392753,0.375164379,0.404055437,0.436620506,0.385810294,0.956564314,1.049029114,0.759548146,0.206607803,0.336100658,0.208496228,0.315424672,0.405281435,0.208568898,0.202409975,0.220831846,0.2759798,0.245581769,1.020627334,NA,2.55796633,0.3732254,0.094248712,0.245532317,0.927407948,0.442435179,0.92861973,0.332526017,0.307662728,0.907469415,0.59600394,0.175944096,-0.966904607,0.645336052,0.512005289,0.934721682,0.398028172,0.33546279,1.133792544,NA,1,0.672631796,0.211241279
469,NA,D5,NA,692,9181,9397,9572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,LL-M206,D5,38,693,9187,9405,9587,0.235483329,NA,0.549497407,0.45584927,0.391343521,0.403324216,0.413883706,0.388262011,1.154112534,1.265673024,0.808578479,0.208355229,0.341533137,0.21964304,0.347789953,0.397245367,0.227935524,0.227666793,0.233085414,0.294936235,0.273643924,1.067777899,NA,1.561251051,0.316626355,-0.121311298,1.213101354,0.662991793,0.43970535,0.975236634,0.322763304,0.318348806,-5.032800333,0.55523133,0.296808307,0.223488147,0.748043653,0.490034789,0.998505907,0.482560151,0.409286553,0.988417731,NA,1,1.000631231,0.264834862
470,NA,D5,NA,695,9200,9424,9623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,LL-M207,D5,41,696,9206,9433,9636,0.222906496,NA,0.507095389,0.43115186,0.373032062,0.380789289,0.412366018,0.360479475,1.208850466,1.325702113,0.730033602,0.197518368,0.319369535,0.216139756,0.340739122,0.384928635,0.218784944,0.201872507,0.215683856,0.274912142,0.255636866,0.954625991,NA,2.092783446,0.446884554,0.181475856,0.211228365,-0.271333311,0.397600251,0.898801002,0.324074163,0.298762981,0.975154713,0.481744894,0.175695857,0.353051829,0.648906837,0.453654307,0.942716405,0.443478719,0.370593736,0.80069705,NA,1,0.591285429,0.235913252
471,NA,D5,NA,698,9220,9450,9658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,LL-M208,D5,44,699,9225,9458,9672,0.214689104,NA,0.612266178,0.427861131,0.383524899,0.383439755,0.44795443,0.356519653,0.74186702,0.81357844,0.830692004,0.218152939,0.34558555,0.241296552,0.370503184,0.383264599,0.239270683,0.232011165,0.234471849,0.318269769,0.318351409,1.055740319,NA,2.629213549,0.331342905,-0.436503962,0.260843285,0.240866687,0.422767084,1.051479275,0.349042571,0.386322166,1.935968332,0.566002088,0.209067864,0.819425384,0.800668773,0.506562643,1.079803883,0.405017923,0.337227055,0.827790347,NA,1,1.297199015,0.238355806
472,NA,D5,NA,701,9240,9476,9701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,LL-M209,D5,47,702,9250,9486,9715,0.229216884,NA,0.708807069,0.459334435,0.402060029,0.395998199,0.448443361,0.371002367,0.984226955,1.07936572,0.834111713,0.195654601,0.325073898,0.225528747,0.34269221,0.360866827,0.209920734,0.201050216,0.145739994,0.236344354,0.339092607,1.05120442,NA,3.980379308,0.231067146,0.278823146,0.221694433,1.001016384,0.41164948,1.061362196,0.294812286,0.333470358,0.694773097,0.59499429,0.159538764,-1.086036904,0.750558226,0.451448774,1.067749668,0.48291488,0.392871223,0.549471747,NA,1,-10.12055835,0.229879201
473,NA,D5,NA,704,9266,9506,9744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,LL-M210,D5,50,705,9274,9515,9763,0.218285802,NA,0.611802841,0.453332027,0.384947,0.380736302,0.435314383,0.384121327,1.184230293,1.29870207,0.794189818,0.188072291,0.312373747,0.230055928,0.328464667,0.350207766,0.193430975,0.18293283,0.146084362,0.226124016,0.290545502,0.981490679,NA,4.583897086,0.351487082,0.147038037,0.203558772,0.398201866,0.397650777,0.996787339,0.265335079,0.320743227,0.537685927,0.54708006,0.232206818,0.248910292,0.829985803,0.446130801,1.034701509,0.501807413,0.420516604,1.171602802,NA,1,2.12304287,0.236102988
474,NA,D5,NA,707,9287,9534,9780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,LL-M211,D5,53,708,9295,9543,9790,0.207791292,NA,0.705413327,0.447639353,0.380355373,0.374048072,0.403549358,0.387612287,1.075585312,1.179555091,0.882008884,0.193352782,0.338209877,0.272375711,0.360690751,0.385056258,0.252714768,0.247561832,0.20099584,0.265460488,0.311529002,1.142853544,NA,1.694071469,0.429631241,-0.1786468,0.325432473,0.479148557,0.393117408,1.105271168,0.273506524,0.418564699,1.378019037,0.605952128,0.19381307,0.261013881,0.992621125,0.426941152,1.051895018,0.50703682,0.412578584,1.366333488,NA,1,0.959894262,0.330632104
475,NA,D5,NA,710,9312,9563,9822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,LL-M212,D5,56,711,9320,9573,9836,0.190828349,NA,0.941510034,0.446678257,0.376730952,0.373405986,0.448634806,0.398909568,1.013997189,1.112013647,0.961189227,0.201938869,0.340114996,0.277277399,0.356072758,0.381879868,0.28321295,0.27927888,0.203688278,0.26260546,0.361780998,1.265219681,NA,2.500609198,0.389769824,-0.162034654,0.315420166,-2.332156717,0.389505025,1.212950037,0.309873893,0.508763365,1.144173383,0.75161265,0.253076394,0.323924074,2.192739581,0.451060712,1.080592636,0.499886987,0.410197506,1.426191907,NA,1,2.337243919,0.39454037
476,NA,D5,NA,713,9340,9595,9864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,LL-M213,D5,59,714,9347,9604,9880,0.172938117,NA,1.060881078,0.414402731,0.352511134,0.340138158,0.4275016,0.370870988,0.578029588,0.633903918,0.949460223,0.174515219,0.315892616,0.293822356,0.339432458,0.347454931,0.276128745,0.270016532,0.198291833,0.248406217,0.359525525,1.256632584,NA,2.547972227,0.453250644,0.192314213,0.527287836,-0.313158994,0.359406373,1.215636727,0.347848059,0.503943186,0.871716566,0.759841985,0.165381971,0.748124076,2.119093613,0.408326674,1.092423942,0.377611155,0.302881299,1.714770636,NA,1,1.127716018,0.39154162
477,NA,D5,NA,716,9365,9625,9908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,LL-M214,D5,62,717,9372,9635,9920,0.167352448,NA,1.427705495,0.410955338,0.355887276,0.345555521,0.46653588,0.386522086,0.163738663,0.179566205,1.032752221,0.173026508,0.321390281,0.3229957,0.337039228,0.340955118,0.267408034,0.263657958,0.204932531,0.268692685,0.401736669,1.418659235,NA,2.697037124,0.347699211,-0.23536021,-14.15974679,0.213922891,0.35172237,1.393444686,0.373052562,0.563903538,0.465973032,0.916119154,0.237585137,-0.271387015,3.631042846,0.390207362,1.158316291,0.423339458,0.337111236,0.934554245,NA,1,-1.091677197,0.468484352
478,NA,D5,NA,719,9388,9655,9948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,LL-M215,D5,65,720,9397,9662,9966,0.154640423,NA,1.582850408,0.379681345,0.332297584,0.319892964,0.471339438,0.362748423,0.154411958,0.16933795,1.018319348,0.172248901,0.316589451,0.365397402,0.326340562,0.312357728,0.257475383,0.264320677,0.188241317,0.249070253,0.416814643,1.453110648,NA,2.798821779,0.490062815,-0.179556065,0.329076465,-0.649473716,0.321739124,1.38738122,0.392337594,0.571848165,0.493623222,0.990173577,0.210495626,0.76987844,2.506208915,0.38135604,1.240966697,0.439354604,0.346468268,2.340405531,NA,1,-3.421014232,0.598995504
479,NA,D5,NA,722,9413,9682,9985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,LL-M216,D5,68,723,9424,9693,10000,0.150630211,NA,1.936857688,0.426469101,0.350172068,0.342839617,0.528162486,0.373816534,0.14893563,0.16333226,1.073348794,0.174773688,0.320354324,0.33398023,0.315068384,0.351974373,0.273351793,0.275974534,0.175664104,0.232082183,0.42754171,1.542669752,NA,5.601352016,0.476102709,-0.267488681,0.794099407,-0.717875856,0.310319049,1.432601042,0.37495872,0.607326288,0.416388436,1.202980879,0.13714491,0.398411092,4.238240894,0.387608453,1.21252109,0.438288324,0.336872927,2.060464635,NA,1,-1.21392231,0.470302431
480,NA,D5,NA,725,9440,9711,10018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,LL-M217,D5,71,726,9447,9724,10030,0.151754538,NA,2.041468263,0.448212278,0.36513883,0.353200613,0.595026786,0.425229696,0.149250612,0.163677689,1.086963499,0.189113216,0.30285323,0.303931579,0.293473751,0.368871795,0.268431851,0.270795371,0.186243924,0.261587145,0.472448465,1.739970553,NA,13.54695143,0.376195135,-0.306699265,3.361177735,1.543199052,0.3025706,1.461357469,0.358762688,0.491433226,0.474525855,1.444457937,0.181788114,-2.297616464,2.631391397,0.408724449,1.296940726,0.516248406,0.409382213,2.751478815,NA,1,-1.094081803,0.466921501
481,NA,D5,NA,728,9461,9743,10060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,LL-M218,D5,74,729,9470,9754,10077,0.17697848,NA,1.555871731,0.49469601,0.393719696,0.38228963,0.544154769,0.472503107,0.158049197,0.173326776,1.005231474,0.184411229,0.27540588,0.240551968,0.287210551,0.407260282,0.220997144,0.219384984,0.190535382,0.262218408,0.470367644,1.742310882,NA,-4.778352806,0.229119437,-0.910479295,-4.141894781,0.283927407,0.350848975,1.30327854,0.339776166,0.282796613,0.531871134,1.245241266,0.16374987,-1.453634717,1.427950797,0.456523579,1.276488578,0.467819043,0.375642598,1.867130263,NA,1,-1.708830912,0.36535148
482,NA,D5,NA,731,9485,9775,10103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,LL-M219,D5,77,732,9496,9783,10118,0.192292202,NA,1.013354388,0.488949884,0.393612204,0.396804366,0.506967462,0.474312271,0.164298617,0.180180287,0.823208292,0.185089843,0.285386741,0.161407829,0.291602525,0.388769589,0.181917807,0.176797905,0.11627051,0.143770393,0.347575653,1.154263676,NA,-1.320037682,0.122970009,-4.530530975,0.416258252,-0.206402455,0.385297233,0.994958819,0.297818215,0.156044374,0.509237492,0.819146115,0.200507016,-0.544241694,0.756532377,0.455058107,1.053355983,0.495373984,0.40824036,1.769258258,NA,1,0.711904432,0.231108501
483,NA,D5,NA,734,9512,9801,10153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,LL-M220,D5,80,735,9518,9811,10167,0.184201795,NA,0.972719113,0.439307961,0.398593175,0.446149931,0.44524339,0.453400865,0.72517473,0.795272616,0.810322431,0.240818288,0.320051094,0.20245631,0.375657989,0.479733834,0.277119571,0.279878333,0.18287858,0.251680973,0.303773125,0.999495384,NA,-1.112569354,0.138300658,-0.268125657,0.414435684,-2.506669329,0.399909031,1.060720686,0.497154274,0.152659042,0.425692822,0.703310909,0.275213465,0.773712458,0.70735366,0.431085395,1.104529121,0.512447314,0.421898973,1.686913351,NA,1,0.26475071,0.301325678
484,NA,D5,NA,737,9536,9831,10183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,LL-M221,D5,83,738,9547,9841,10196,0.173572925,NA,0.980884051,0.531647201,0.404155388,0.483634048,0.591549552,0.446336816,0.177986296,0.195191064,0.896863771,0.237179413,0.313223083,0.195388424,0.348776041,0.464415414,0.216053062,0.214171388,0.135833485,0.14912444,0.283183584,0.943586773,NA,-0.983492122,0.14384489,0.595842455,0.268923883,-0.338579071,0.372497181,1.182685356,0.358879792,0.128965312,0.677305795,0.750313553,0.148590022,-0.823985043,0.710932326,0.395097601,1.277917589,0.547892543,0.446394549,2.3155757,NA,1,1.035893612,0.232025599
485,NA,D5,NA,740,9562,9859,10225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,LL-M222,D5,86,741,9567,9871,10231,0.151687643,NA,1.001276005,0.471003439,0.293573141,0.449875504,0.487438436,0.371002367,0.144897098,0.15890335,0.792143828,0.195654601,0.291534528,0.250714698,0.347900299,0.347501388,0.200405913,0.193297637,0.180717593,0.191842806,0.357983559,1.151319126,NA,-3.417707883,0.203126742,0.112683009,0.735985572,-1.08749162,0.306875004,1.260954644,0.206649374,0.139367612,0.755063324,0.765435362,0.18827557,0.617099022,0.964578769,0.291094169,1.484778861,0.527491639,0.419928469,1.687292958,NA,1,0.403991712,0.233186815
486,NA,D5,NA,743,9588,9888,10251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,LL-M223,D5,89,744,9596,9897,10266,0.183357995,NA,1.801086035,0.449002769,0.45843548,0.46958416,0.576582271,0.53358241,0.135207396,0.148277008,1.312667181,0.259810522,0.402872409,0.638294595,0.456542102,0.531038657,0.441662003,0.428080488,0.271567083,0.274411074,0.515794616,2.291860113,NA,-8.824407617,0.265396049,-0.124943849,0.583295801,203.3576502,0.271710124,1.846035931,0.409960899,0.270911831,0.89787967,1.495481949,0.222578027,0.410997653,1.824673392,0.352503015,1.963952907,0.533858288,0.422737887,3.278554352,NA,1,-4.969646779,0.21959851
487,NA,D5,NA,746,9615,9918,10284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,LL-M224,D5,92,747,9624,9928,10300,0.117964108,NA,3.873986096,0.277797458,0.399346814,0.316960237,0.480988907,0.318593038,0.102317497,0.112207859,1.212361303,0.216338777,0.322661341,0.77199365,0.363213064,0.416830131,0.434649849,0.427850705,0.226894909,0.314007399,0.653948907,2.134561895,NA,-55.03765007,0.294889197,-117.9556178,9.678316201,33.09279308,0.217667918,1.784118427,0.382060112,0.399695407,0.441553152,2.315889962,0.171633403,0.448469299,3.008843786,0.277240366,1.575929991,0.357869142,0.270882365,6.308080108,NA,1,-0.285728989,0.339588002
488,NA,D5,NA,749,9639,9948,10331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
