Entry,CoreID,Drive,DepthDrive,SedDepth,AgeLo,AgeMed,AgeHi,Li,Be,B,Na,Mg,Al,Si,P,K,K_NoNeg,Ca,Sc,Ti,V,Cr,Mn,Fe,Fe_1,Co,Ni,Cu,Zn,Ge,As,As_1,Se,Se_2,Se_1,Rb,Sr,Zr,Mo,Ag,Cd,In,Sn,Sb,Cs,Ba,La,Ce,W,Tl,Pb,Bi,U,ResMinMatterPct,DensDB,SedRate,OrgPct,S_V,C_V,AdAl_v,AdAl_s,L8,Bd35,C_pct,C_mol,N_pct,N_mol,CN_pct,CN_mol,d13C,HasLignin,HasMetals,HasCN,HasLOI,HasBDens
226,LL-M172,D4,83,598,7533,7666,8088,0.443474094,0,38.03838026,129.8646881,2606.504023,2730.842554,2136.780683,108.2205734,42.41325451,42.41325451,7322.157944,0.916421026,83.81338024,37.80812373,6.032721325,27.078169,3661.078972,3872.914988,1.132862173,5.756413478,102.2339034,88.8790241,0,-2.537427061,0.441171529,5.388003016,0.953262072,-4.434740944,0.99931338,32.69642856,0.543405432,0.709190141,0.358739688,0.819713279,5.76E-05,-0.020723089,0.036472636,0.074603119,52.49849092,5.894567402,7.82872233,3.605817403,0,1.372328973,-0.022657243,1.003918511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
227,LL-M173,D4,86,601,7554,7730,8216.023,0.225039297,0,33.32643027,121.6242919,2528.685843,2264.13583,1130.350058,124.3728635,36.07500184,36.07500184,8280.071851,0.79365004,61.8428603,57.3764315,5.875071728,21.19835822,3133.371588,3470.071606,0.628735746,4.913071679,98.26143359,53.94071704,0,-1.669757228,0.690578607,8.41750043,1.130350058,-0.131244292,0.614992889,33.36078742,0.518792884,0.515357169,0.307152873,0.769600039,0.0010101,-0.018037501,0.02779493,0.041915716,56.34571716,7.043214645,9.276429045,0.95512862,0,1.199064347,-0.017934429,1.058200054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
228,LL-M174,D4,89,604,7572,7792,8298.069,0.761624837,0,59.39715712,148.0138835,2854.895616,3070.449816,2759.09375,153.2829861,59.39715712,59.39715712,7041.437175,1.489719021,114.9622396,37.74593533,6.754031576,29.07586643,6370.82411,6849.833442,1.753174154,7.712050239,125.9794542,59.39715712,0,-2.577070204,0.737674371,9.292781033,0.847846517,-0.929278103,1.609471354,29.65067763,0.507749891,1.05382053,0.579601291,0.737674371,-0.000136997,-0.02615391,0.036165205,0.104903044,50.77498915,5.891814779,8.33476237,1.94956798,0,1.97830854,-0.022657141,1.312485569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
229,LL-M175,D4,92,607,7589,7854,8385.023,0.940265292,0,62.42097317,158.8179191,2998.577129,3326.484773,2761.535459,176.5960444,67.16180658,67.16180658,7308.784834,1.623735441,134.7186826,33.46238245,8.019909844,35.55625054,6321.111207,6676.673713,2.022755586,8.335965405,128.7926408,65.18645933,0,-1.920037529,0.896807653,3.480561859,1.208912518,5.254423691,1.481510439,29.472181,0.541245147,0.829645846,0.099162432,0.742730567,0.001742256,-0.011219972,0.034766112,0.099952571,51.35902856,6.874208438,9.560680701,1.03508196,0,1.95559378,-0.012839757,1.564475024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
230,LL-M176,D4,95,610,7609.977,7913,8453,0.816358995,0,67.02737009,156.8268595,2968.968765,3467.377415,2986.15527,180.0286415,61.01209329,61.01209329,7218.332164,1.73583702,128.469126,37.29471618,7.647994793,33.55665131,8077.657422,8507.32005,2.062380618,8.979948942,139.2106917,71.75365901,0,-2.126830013,0.653087196,4.855187706,1.826066172,-3.304105616,1.533895585,29.08815997,0.635900691,0.919478026,0.519891781,0.850732005,0.001546785,-0.02229949,0.033771483,0.094096116,51.12985283,6.659770747,9.366645308,0.915181399,0,2.113940134,-0.01241725,1.469446191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
231,LL-M177,D4,98,613,7631,7971,8513.023,0.910844751,0,55.24104737,153.9158954,3069.884159,3837.355199,3137.354141,201.9882572,68.73504368,68.73504368,7506.035445,2.129521292,154.3375827,48.07236184,8.138566522,35.59041525,8813.266337,9277.12246,2.205425021,9.108447506,137.8917747,75.48204183,0,-1.872291987,0.577711717,11.68074055,1.345182757,-4.975911138,1.745785772,31.16269772,0.763254166,0.948796615,0.573494843,0.839157895,0.00326386,-0.019144607,0.036728971,0.105843534,55.66273476,7.168685537,10.4156784,0.860242264,0,2.374099975,-0.010795197,1.454821477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
232,LL-M178,D4,101,616,7653,8030,8572,0.920306686,0,63.96131464,152.7709098,3179.659598,3787.062011,3405.134736,281.6138458,74.54484153,74.54484153,7362.453484,2.259352913,136.2053895,69.48315476,8.236744835,36.67422142,12056.01758,12838.27826,2.701100122,12.79226293,140.3467695,102.1540421,0,-1.762387303,0.694831548,11.77992557,3.138245798,2.609069453,1.992463974,30.18605928,0.65801928,1.072157289,0.411837242,0.842080617,0.00333151,-0.020430808,0.057059015,0.115958642,57.0590145,8.420806172,12.28609425,1.555318299,0,2.475624984,-0.01164188,1.541513698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
233,LL-M179,D4,104,619,7680,8088,8632,1.023455656,0,56.06757072,139.7239461,3154.913305,3813.48477,3172.712534,188.2268446,66.747108,66.747108,7386.679952,2.122558034,169.0926736,60.0723972,9.300097048,34.53050387,8499.131752,9300.097048,2.260502058,10.0120662,128.1544474,71.64189592,0,-2.038011698,0.836563754,5.250772496,2.442944153,-5.962741648,2.078059962,29.85820631,0.92111009,0.845463368,0.088551163,0.827664139,0.002256052,-0.015885812,0.04178369,0.112135141,56.06757072,8.499131752,12.32596594,0.453880334,0,2.585337983,-0.00876612,1.517384255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
234,LL-M180,D4,107,622,7709,8148,8677,0.944169325,0,48.46178836,137.0298843,2895.174081,3814.276963,2945.306965,198.0248938,73.52823062,73.52823062,6851.494217,1.9969599,140.7898507,49.71511047,8.355480752,32.08504609,5932.391334,6475.497583,2.11393663,8.940364405,145.3853651,99.43022095,0,-2.097225669,0.860614517,5.514617296,0.459551441,-4.762624029,2.076336967,27.57308648,0.785415191,0.827192594,0.414014071,0.88568096,0.002665398,-0.018173171,0.035009464,0.114052312,50.55065855,7.979484118,11.61411825,0.329205942,0,2.644509658,-0.008606145,1.541586199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
235,LL-M181,D4,110,625,7742,8207,8726.023,1.253263771,0,38.42310738,159.1077668,3171.840408,4486.993747,2318.280103,211.4560272,92.06073378,92.06073378,7246.237029,1.609128792,166.0703433,69.62576505,8.716114291,36.61799495,4925.378194,5312.188,2.305386443,8.690326971,145.9562334,71.68875068,0,-1.083067456,0.64468301,4.538568388,-0.069625765,0.433226983,1.668439629,28.36605243,0.355865021,0.293975452,-0.046417177,1.044386476,0.004590143,-0.013512556,0.009592883,0.089739875,55.70061204,9.670245145,14.18302621,0.82261552,0,2.488476417,-0.007400961,1.627179916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
236,LL-M182,D4,113,628,7779,8266,8773,0.981946758,0,26.83987806,101.640103,2308.436239,3686.607128,2721.887505,172.6159038,47.20235294,47.20235294,4547.963933,1.73649532,128.5144354,43.06784027,6.787491627,27.5289635,5960.589094,6339.586088,2.153392014,8.062299699,92.33744955,48.58052383,0,-1.650359639,0.482359811,4.375692572,0.902701932,-5.374866466,1.533215114,18.94984972,0.585722628,0.716648862,0.358324431,0.596058909,0.0022981,-0.016538051,0.027494509,0.100261932,40.3114985,5.926134822,8.785839416,0.410005839,0,1.543551395,-0.007683303,0.99228304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
237,LL-M183,D4,116,631,7819.977,8327,8809.023,1.106940337,0,42.56805313,170.1012565,3077.20866,4872.247045,3154.138877,266.2640271,53.42376146,53.42376146,7308.370568,2.436123523,177.7942781,76.93021651,9.744494091,36.49911383,9402.582017,10428.31824,3.585802869,20.34376836,177.3668881,71.8015354,0,-1.889064205,0.897519193,6.496329394,2.555792748,-1.709560367,1.743751574,29.3616993,1.077023031,0.957353805,0.487224705,0.923162598,0.003773855,-0.017138343,0.039875496,0.107274913,70.51936513,9.7872331,13.93291699,0.854780183,0,2.252345783,-0.005769766,1.675369159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
238,LL-M184,D4,119,634,7865,8385,8844,1.187311336,0,43.7599842,169.2481742,3150.075333,5180.409894,2870.14014,290.2316599,75.93644317,75.93644317,7464.938481,2.480804987,169.5699388,73.68409104,10.07123166,36.68116323,7818.87953,8558.938086,2.529069675,10.68258438,200.1375748,64.03115335,0,-1.348193631,1.000687874,9.07376143,1.303146588,1.213052503,1.647434699,29.9562833,1.145481939,0.769017369,0.553435094,1.061823146,0.003989881,-0.012709701,0.030567636,0.093311731,68.8576222,10.00687874,14.83334759,0.917029081,0,2.030334561,-0.004955175,1.708569971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
239,LL-M185,D4,122,637,7908,8446,8875,1.048204691,0,45.00936572,155.8713605,2908.994576,4621.767083,2558.586091,268.5458129,59.81110343,59.81110343,6977.962067,2.135679299,139.8613176,72.80038347,8.639381607,34.13461964,7763.360395,8427.928211,2.404527189,10.63308505,174.9021661,67.36301043,0,-1.268720376,1.033100877,3.92699164,2.655250501,-0.026220221,1.549651316,27.33790334,0.939457231,0.728003835,0.564882644,0.921332654,0.004470729,-0.012113259,0.034738772,0.087602121,63.73809507,8.850835003,13.20073343,0.758211463,0,1.945371243,-0.00534675,1.522464451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
240,LL-M186,D4,125,640,7959,8504.5,8900,1.16658258,0,53.58859909,178.491257,3264.782345,5070.305914,3244.171345,300.5083749,61.42077896,61.42077896,7419.959874,2.329042961,155.8191574,61.83299895,8.986395848,37.18224337,7873.401867,8491.731856,2.704163154,11.6246038,175.193497,74.61181874,0,-1.970411567,1.347959377,5.688635904,2.984472749,1.537580574,1.813767969,29.5149515,0.919250584,0.919250584,0.915128384,0.968716984,0.00301745,-0.022630878,0.040768557,0.101406118,69.66517882,9.893279832,14.55136575,0.981083583,0,2.011633566,-0.010181834,1.648879972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
241,LL-M187,D4,128,643,8026,8565,8926,1.204292318,0,54.98844171,172.690974,3267.495007,5089.839232,3340.206996,275.3966585,43.03640851,43.03640851,7362.08889,2.567642113,162.6930755,63.16854047,9.270778602,39.21902908,8089.20878,8498.213718,2.894846063,12.31559314,198.59462,82.70988752,0,-2.167726173,0.353107597,11.08857833,0.867999369,1.758721235,1.840522222,29.99369548,1.072501838,1.008878848,0.230860565,1.131580329,0.003399285,-0.017450877,0.041854839,0.103614584,67.25858986,9.725228533,14.13339287,0.790742881,0,1.935956708,-0.011588473,1.804166228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
242,LL-M188,D4,131,646,8087,8622,8949,1.251928867,0,53.02756031,171.0437848,3281.329484,5262.885685,3293.290588,279.8898296,67.3808849,67.3808849,7336.143682,2.571637323,177.0243367,73.76014028,9.768234794,37.91669914,7774.717489,8691.735449,3.0181852,12.7186404,193.769882,69.37440221,0,-1.929724751,0.470470084,3.747812533,1.606774948,-0.81335506,1.714424882,28.06872365,1.116369691,0.913030926,0.17622693,1.220032591,0.004425608,-0.016705675,0.035564349,0.100871976,67.77958836,9.489142371,14.07423217,0.76152361,0,2.065283928,-0.009289791,1.917763647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
243,LL-M189,D4,134,649,8147,8682,8969,1.214641246,0,57.13312528,182.646054,3409.992832,5128.485261,3391.998146,260.4730672,48.13578271,48.13578271,7557.767753,2.42028515,185.3452568,79.17661456,10.57187751,40.66798839,7692.727892,8322.541871,3.063595143,12.32635931,205.5892776,69.72940487,0,-2.064890118,1.057187751,6.38811322,1.844455225,-0.917728941,1.745484457,29.10640319,0.868243557,0.980710339,0.132260936,1.151659848,0.004228751,-0.020109061,0.04228751,0.098970768,63.8811322,9.762116681,14.71065509,0.56233391,0,1.974916693,-0.010571878,2.064890118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
244,LL-M190,D4,137,652,8225.931,8742,8986,1.190200699,0,49.37128825,173.681139,3381.051615,4981.210332,3389.867916,252.5870372,37.60152578,37.60152578,7273.448715,2.865297979,205.4198243,84.19567906,10.88813232,37.77785181,8463.649414,9124.872024,3.006358802,12.34282206,192.1953721,62.59574046,0,-1.992484133,0.323117449,3.244398942,0.996242066,12.5632296,1.586934265,27.63910512,0.89926275,1.044731725,0.467263978,1.190200699,0.00498121,-0.021115042,0.041128046,0.093452796,58.18758972,9.742013127,14.63506044,0.48048843,0,2.001300434,-0.01022691,2.137953107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
245,LL-M191,D4,140,655,8306.977,8802,9005,1.452390411,0,43.06278848,194.5655079,3660.33702,6028.790387,3511.57466,310.8350368,55.19866523,55.19866523,7046.638114,3.069202379,238.8027361,79.47041873,12.7230966,47.76054722,10256.77326,10374.21722,4.267130858,15.85493576,178.1233523,66.94306209,0,-1.640300761,1.264480062,4.736906732,1.902592291,3.687740613,2.059184249,26.69892886,1.056995717,1.096143707,0.481520271,1.096143707,0.007085786,-0.01499368,0.033354087,0.121750247,54.02422554,9.121481559,14.52390411,0.442372282,0,2.376282964,-0.003362812,1.961314275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
246,LL-M192,D4,143,658,8405,8862.5,9024,1.514649548,0,39.1084116,195.542058,3726.518728,6090.654266,3642.371531,331.3796762,47.28271075,47.28271075,6851.986049,3.057348161,238.4170584,73.72897269,12.34158891,47.28271075,10057.59356,11019.27581,4.768341168,17.67091139,167.4929923,65.71495392,0,-1.402453285,1.186074778,2.820934607,2.127721984,-2.99724302,2.067616843,25.92535072,1.133983656,1.10593459,0.661156549,0.90959113,0.006050584,-0.01278236,0.032016005,0.125820095,52.89252388,8.855490741,13.98446275,0.428750004,0,2.199848152,-0.006892056,2.043574786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
247,LL-M194,D5,2,657,8368.977,8843,9018,1.389316185,0,43.74105152,162.2362771,3544.997105,5736.531346,3854.231998,302.5123952,44.81665114,44.81665114,7081.030881,2.939972315,217.360758,82.4626381,11.47306269,44.50293459,9814.8466,11114.52948,3.486735459,13.7587119,177.4739385,61.84697858,0,-1.985377646,0.681213097,5.736531346,2.218424232,-5.153914881,1.980895981,26.39700752,0.927704679,0.963558,0.176577606,1.075599627,0.004795382,-0.005960615,0.03773562,0.120556792,56.46898044,8.24626381,12.99682883,0.524354818,0,2.218424232,-0.008784064,1.806111041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
248,LL-M195,D5,5,660,8483.977,8903,9037,1.40092661,0,40.79814486,175.2256168,3706.526831,5884.770087,3816.317318,355.7211769,46.11200441,46.11200441,7114.423538,3.043392291,223.094269,80.80579821,11.50604301,48.74697609,10627.71911,10891.21628,4.611200441,17.52256168,178.2997504,64.11764423,0,-1.497542239,1.506325477,4.356486512,3.153182778,-9.881143803,2.129935442,26.26188442,0.992506,1.001289239,0.205088629,0.948589805,0.00496253,-0.015853746,0.041676469,0.124721993,55.3344053,8.91498752,14.36059566,0.370213521,0,2.331949937,-0.008739323,1.993795238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
249,LL-M196,D5,8,663,8636,8969,9058,1.24678012,0,50.84205819,165.5560488,3627.92576,4920.693672,3868.084226,296.3657663,39.498403,39.498403,7204.753975,3.214035638,227.8950548,88.39875444,11.95682575,39.08962263,12059.02084,12416.70366,4.215547538,19.57036009,197.7475027,82.26704893,0,-1.783304353,1.308097176,5.365242322,4.154230483,3.755669625,2.064340855,28.20584535,1.144585029,1.471609323,0.21716457,1.083267974,0.003617706,-0.028512431,0.064382908,0.112925576,57.74022689,11.29255765,17.83304353,0.577402269,0,2.0030238,-0.012110118,2.88190159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
250,LL-M197,D5,11,666,9015,9039,9161,1.383481489,0,50.99370874,156.9719382,3440.966781,4788.974386,3467.572195,263.8370148,51.4371323,51.4371323,7272.14629,3.241426182,208.4090705,80.25966333,11.48467006,38.75521865,9977.029972,11085.58886,3.667112794,14.81034671,206.1919527,74.05173357,0,-1.698312213,1.161769712,5.232397941,3.254728889,1.6717068,2.168341181,27.09317917,1.379047254,1.356876076,0.727214629,1.179506654,0.005055029,-0.013258364,0.058975333,0.123271748,54.09767362,9.666633484,15.29811262,1.011005704,0,2.44769802,-0.006651353,2.629501677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
251,LL-M198,D5,14,669,9035,9105,9285,1.685325043,0,44.47385529,157.6091012,3635.932731,5656.762296,3678.8461,303.1244347,108.4537875,108.4537875,6983.175524,3.604723008,213.0063595,83.09588751,13.14709582,45.25409836,9987.111363,11118.46382,3.88951173,14.94165489,214.1767242,72.17248446,0,-1.310808366,0.944094121,6.046883833,3.351144008,-0.131080837,3.280922131,26.37221594,1.494165489,1.24058649,0.460343414,1.041624505,0.006202932,-0.013186108,0.043303491,0.163851046,53.83677219,8.933783212,14.55153335,0.264502403,0,3.479884116,0.007217248,2.512382702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
252,LL-M199,D5,17,672,9053,9161,9331,1.615546856,0,46.45743549,149.4171574,3557.551367,5147.986095,3720.780194,326.0391194,92.07780008,92.07780008,7240.66337,3.281317966,210.5233338,78.68466552,12.22123528,42.6906164,9668.169008,10547.09346,3.80867264,15.2765441,195.4560574,77.0105237,0,-1.272347783,1.20538211,11.00748246,3.871452958,7.826613007,3.210166939,26.82812266,1.67414182,1.293274556,0.284185574,1.084006828,0.006445446,-0.015946201,0.060269106,0.16574004,54.82814459,10.50523992,17.11810011,0.254888092,0,3.239464421,0.006278032,2.737221875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
253,LL-M200,D5,20,675,9075,9214,9365,1.677005816,0,41.70213931,149.414082,3617.158821,5218.342566,3733.12199,280.9876766,56.19753533,56.19753533,6957.790088,3.4699748,224.7901413,81.62022988,12.44373997,43.97680145,8920.243703,9544.660762,3.737582111,14.80760455,204.719593,61.10366936,0,-1.516441429,0.967846442,0.517374135,1.355877043,-8.162022988,2.850017863,26.58232623,1.708226669,1.217613265,0.439768015,1.074889366,0.005396747,-0.013737175,0.059319621,0.146291997,53.9674744,10.16907782,16.8592606,2.015975077,0,3.037342981,0.002684993,2.716214207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
254,LL-M201,D5,23,678,9107,9264,9394,2.021828901,0,38.75561173,130.7418227,3754.158052,5649.914482,4160.391573,289.0328152,91.98621098,91.98621098,7004.026217,3.908246629,220.3933583,90.58540574,13.2142628,47.62737827,11673.37703,12327.08614,4.585302497,16.76296941,172.2990449,64.4370412,0,-1.176676404,2.810949188,5.276366417,4.090351311,-10.50603933,3.940932085,27.36239575,1.984474095,1.372789139,0.789120287,1.022587828,0.006723865,-0.015689019,0.051362859,0.184906292,58.83382022,11.486603,19.75135393,0.465534276,0,4.239770537,0.010739507,2.64752191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
255,LL-M202,D5,26,681,9153,9312,9423,2.253439728,0,33.53274736,105.5841608,3636.78776,5719.142042,4443.333432,302.5768311,440.9116343,440.9116343,6207.957601,4.101162541,190.1492525,76.74404278,11.48716564,44.43333432,10362.88985,11438.28408,4.262471676,15.59321634,146.1558522,55.72497374,0,-1.07539423,2.331650217,5.37697115,1.999255637,0.894532473,6.256839157,25.12511974,1.701078146,1.334466476,0.384697845,0.879868006,0.006501247,-0.01163381,0.058657867,0.241963702,57.19142042,14.12676966,24.29413329,0.118782181,0,6.403483825,0.037198864,2.624939553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
256,LL-M203,D5,29,684,9305,9398,9528,2.053546749,0,31.75833926,130.3763401,3615.197416,5921.855741,4427.064735,317.1058235,138.4950133,138.4950133,6256.154049,4.035458146,219.6817452,77.84374885,13.08539091,52.05502224,13515.20302,14709.12555,5.683071235,20.58322439,162.3734639,56.35314334,0,-0.422171006,2.903619589,6.685966159,3.930392963,-0.993343544,4.966717718,24.30826268,1.6905943,1.566426357,0.496671772,0.888278361,0.006972508,-0.013849501,0.072112921,0.216338762,55.39800532,11.07960106,19.10276045,0.301823615,0,4.422289045,0.021251821,3.35731015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
257,LL-M204,D5,32,687,9326,9447,9690,1.685517115,0,35.31083334,165.5507909,3621.110954,6251.918084,4451.365676,340.6044972,51.51580501,51.51580501,6451.979463,4.081252125,246.0754958,85.52623939,13.70420444,56.51733948,14054.31185,15754.83357,4.996532933,18.30561615,228.5701252,60.01841361,0,-0.730224032,2.925897663,0.266081634,3.105952904,7.502301701,2.730837819,25.60785647,1.535471081,1.595489495,0.443636107,1.080331445,0.006201903,-0.017805463,0.054016572,0.164050331,53.01626535,8.302547216,14.20435789,0.260079792,0,2.465756492,-0.001560479,2.735839354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
258,LL-M205,D5,35,690,9339,9482,9790.023,1.812351533,0,31.86016509,183.8938597,3735.482499,6735.38956,4120.994928,358.9253647,57.16218771,57.16218771,6824.013107,4.364709682,269.8587001,97.48590153,14.93306764,57.16218771,13958.20863,15287.56183,5.05154217,18.07920356,215.3552188,58.49154092,0,-1.05018903,1.852232129,7.134195521,2.738467597,-1.843369774,2.366248701,25.25771085,1.342646735,1.351509089,0.828630163,1.014739611,0.007089884,0.003965904,0.031062553,0.146228852,54.06036357,10.63482562,18.69956838,1.298334961,0,2.308643395,-0.004918607,2.525771085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
259,LL-M206,D5,38,693,9349,9516,9863.023,1.779712231,0,30.50255454,181.7780941,3535.631517,6662.024392,4292.247144,352.135575,46.77692841,46.77692841,6328.923173,4.273212789,262.1982457,91.36490595,13.37163467,57.57892511,12610.26046,13419.22056,4.72527873,16.70264687,190.819413,55.19963068,0,-1.69881622,2.15564075,-5.47237718,0.547237718,-2.545845036,2.350742893,23.74535837,1.365715,1.289577579,-0.147516254,1.075441081,0.004149489,-0.016940576,0.026457754,0.150847267,49.96518294,8.66063171,15.13231255,1.470403955,0,2.27936406,-0.003264392,1.98909014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
260,LL-M207,D5,41,696,9360,9551,9942,1.764828276,0,31.02611685,180.4046682,3481.722944,6623.553035,4043.853432,356.0159757,41.92011855,41.92011855,6579.977029,4.231230261,263.1990811,87.15201362,12.811346,55.77728872,12332.00993,14205.77822,4.793360749,16.82033863,191.73443,57.95608906,0,-1.189624986,1.433650624,3.433789337,2.950095661,5.839184913,2.440256381,24.18468378,1.276777,1.289849802,0.714646512,1.163479382,0.006579977,-0.010066058,0.028629436,0.152951784,49.67664777,8.845929383,15.68736245,1.703821866,0,2.139581934,-0.005185545,2.096005928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
261,LL-M208,D5,44,699,9370,9586,10010,1.975220788,0,27.69984183,195.9637192,3650.457354,7090.536163,4012.775961,388.0315395,73.63249093,73.63249093,6233.438385,4.12965293,262.1940021,84.1514182,12.70063071,60.38643436,12155.20485,13323.97455,4.752996769,15.66151394,165.965297,56.49053537,0,-1.020725536,2.08430596,-1.538880101,2.575189233,-7.090536163,2.473895859,22.28454223,1.277854869,1.075268121,0.388031539,1.067476324,0.005960725,-0.004675079,0.025011672,0.147654572,46.75078789,10.4410093,18.58343819,1.77652994,0,2.306372203,-0.002547918,2.236246021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
262,LL-M209,D5,47,702,9381,9622,10069.023,1.9373923,0,25.05694041,191.1560403,3646.60284,7189.878091,4197.683317,390.4921814,58.121769,58.121769,6501.027496,4.821954169,291.9004399,94.28642527,14.37975618,67.16293307,14508.91567,16101.88267,8.007888174,22.08627222,163.1714848,59.41336387,0,-0.70607186,3.129964894,2.522915306,3.173018056,-1.786706232,2.660685425,23.11954811,1.58435637,1.304510815,1.132298166,1.063413107,0.008180101,0.003693961,0.027941502,0.173504244,49.51113656,9.170323554,16.70462694,2.802760861,0,2.415282401,0.000342273,2.428198349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
