Entry,CoreID,Drive,DepthDrive,SedDepth,AgeLo,AgeMed,AgeHi,Li,Be,B,Na,Mg,Al,Si,P,K,K_NoNeg,Ca,Sc,Ti,V,Cr,Mn,Fe,Fe_1,Co,Ni,Cu,Zn,Ge,As,As_1,Se,Se_2,Se_1,Rb,Sr,Zr,Mo,Ag,Cd,In,Sn,Sb,Cs,Ba,La,Ce,W,Tl,Pb,Bi,U,ResMinMatterPct,DensDB,SedRate,OrgPct,S_V,C_V,AdAl_v,AdAl_s,L8,Bd35,C_pct,C_mol,N_pct,N_mol,CN_pct,CN_mol,d13C,HasLignin,HasMetals,HasCN,HasLOI,HasBDens
565,NA,S,NA,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.91051454,NA,NA,NA,NA,NA,NA,33.7114549,404.5374588,3.39128556,47.47799784,9.940612285,8.520524816,-19.6743884,FALSE,FALSE,TRUE,FALSE,FALSE
566,NA,S,NA,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.23266219,NA,NA,NA,NA,NA,NA,33.95568381,407.4682057,3.414846569,47.80785196,9.943545961,8.523039395,-19.52638804,FALSE,FALSE,TRUE,FALSE,FALSE
567,NA,S,NA,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.05370844,NA,NA,NA,NA,NA,NA,34.43003388,413.1604065,3.474585185,48.6441926,9.909106279,8.493519668,-18.74500024,FALSE,FALSE,TRUE,FALSE,FALSE
568,NA,S,NA,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.90909091,NA,NA,NA,NA,NA,NA,34.99556012,419.9467215,3.492923048,48.90092267,10.01898972,8.587705477,-18.55219992,FALSE,FALSE,TRUE,FALSE,FALSE
569,NA,S,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.17847769,NA,NA,NA,NA,NA,NA,34.64949807,415.7939768,3.457657381,48.40720333,10.02109066,8.589506277,-18.52901134,FALSE,FALSE,TRUE,FALSE,FALSE
570,NA,S,NA,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.57681941,NA,NA,NA,NA,NA,NA,34.81570329,417.7884395,3.480599566,48.72839392,10.00278907,8.573819203,-18.61886082,FALSE,FALSE,TRUE,FALSE,FALSE
571,NA,S,NA,7.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.76790831,NA,NA,NA,NA,NA,NA,34.97802175,419.736261,3.474906549,48.64869168,10.06588847,8.627904399,-18.70166511,FALSE,FALSE,TRUE,FALSE,FALSE
572,NA,S,NA,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.76124567,NA,NA,NA,NA,NA,NA,35.15268663,421.8322396,3.501509504,49.02113306,10.03929494,8.605109945,-18.24632713,FALSE,FALSE,TRUE,FALSE,FALSE
573,NA,S,NA,8.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.1822542,NA,NA,NA,NA,NA,NA,35.83213946,429.9856736,3.483576688,48.77007363,10.28602,8.816588567,-17.88947394,FALSE,FALSE,TRUE,FALSE,FALSE
574,NA,S,NA,8.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.96466431,NA,NA,NA,NA,NA,NA,34.79871663,417.5845996,3.469208256,48.56891559,10.03073729,8.597774822,-17.08126099,FALSE,FALSE,TRUE,FALSE,FALSE
575,NA,S,NA,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.35443038,NA,NA,NA,NA,NA,NA,33.98161446,407.7793735,3.345858694,46.84202171,10.15632086,8.705417884,-16.82997257,FALSE,FALSE,TRUE,FALSE,FALSE
576,NA,S,NA,9.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.55449331,NA,NA,NA,NA,NA,NA,34.72547851,416.7057421,3.394185175,47.51859246,10.23087331,8.769319977,-16.55068283,FALSE,FALSE,TRUE,FALSE,FALSE
577,NA,S,NA,10.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.98734177,NA,NA,NA,NA,NA,NA,34.3222139,411.8665668,3.434380556,48.08132779,9.993713082,8.566039785,-17.07356117,FALSE,FALSE,TRUE,FALSE,FALSE
578,NA,S,NA,10.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.12114014,NA,NA,NA,NA,NA,NA,34.43441508,413.2129809,3.431185439,48.03659615,10.03571963,8.602045399,-17.57885236,FALSE,FALSE,TRUE,FALSE,FALSE
579,NA,S,NA,10.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.73195876,NA,NA,NA,NA,NA,NA,33.57128722,402.8554467,3.28559522,45.99833308,10.21771855,8.75804447,-17.34591052,FALSE,FALSE,TRUE,FALSE,FALSE
580,NA,S,NA,11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.67790594,NA,NA,NA,NA,NA,NA,32.98023727,395.7628472,3.147651265,44.0671177,10.4777291,8.980910661,-17.72037612,FALSE,FALSE,TRUE,FALSE,FALSE
581,NA,S,NA,11.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.48341232,NA,NA,NA,NA,NA,NA,33.61877333,403.42528,3.269244776,45.76942686,10.28334543,8.814296085,-17.5602659,FALSE,FALSE,TRUE,FALSE,FALSE
582,NA,S,NA,12.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.47115385,NA,NA,NA,NA,NA,NA,33.66740151,404.0088181,3.23945356,45.35234984,10.39292612,8.908222385,-17.41666958,FALSE,FALSE,TRUE,FALSE,FALSE
583,NA,S,NA,12.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.44262295,NA,NA,NA,NA,NA,NA,33.11074783,397.3289739,3.171615292,44.40261409,10.43971124,8.948323923,-17.56591314,FALSE,FALSE,TRUE,FALSE,FALSE
584,NA,S,NA,12.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.95252226,NA,NA,NA,NA,NA,NA,32.73628393,392.8354072,3.179726982,44.51617775,10.29531281,8.824553837,-16.64810168,FALSE,FALSE,TRUE,FALSE,FALSE
585,NA,S,NA,13.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.27707809,NA,NA,NA,NA,NA,NA,33.74831644,404.9797973,3.309175939,46.32846314,10.198405,8.74149,-16.05194565,FALSE,FALSE,TRUE,FALSE,FALSE
586,NA,S,NA,13.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.38660907,NA,NA,NA,NA,NA,NA,33.07181182,396.8617418,3.268864203,45.76409884,10.11721802,8.67190116,-15.75573527,FALSE,FALSE,TRUE,FALSE,FALSE
587,NA,D1,NA,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.72727273,NA,NA,NA,NA,NA,NA,34.40451474,412.8541769,3.461480003,48.46072005,9.939249889,8.519357048,-15.90559815,FALSE,FALSE,TRUE,FALSE,FALSE
588,NA,D1,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.2741433,NA,NA,NA,NA,NA,NA,37.59448513,451.1338216,3.586872142,50.21620998,10.48113332,8.983828564,-16.72816347,FALSE,FALSE,TRUE,FALSE,FALSE
589,NA,D1,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.89377289,NA,NA,NA,NA,NA,NA,36.02578372,432.3094046,3.594820475,50.32748665,10.02158076,8.589926368,-15.66002813,FALSE,FALSE,TRUE,FALSE,FALSE
590,NA,D1,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.15143603,NA,NA,NA,NA,NA,NA,35.76011188,429.1213426,3.549655083,49.69517116,10.07424977,8.635071228,-15.5577629,FALSE,FALSE,TRUE,FALSE,FALSE
591,NA,D1,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.56321839,NA,NA,NA,NA,NA,NA,37.61296079,451.3555295,3.63566889,50.89936446,10.34554079,8.86760639,-15.8186748,FALSE,FALSE,TRUE,FALSE,FALSE
592,NA,D1,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.58469945,NA,NA,NA,NA,NA,NA,34.76338334,417.1606,3.475903286,48.66264601,10.00125161,8.572501379,-15.52217185,FALSE,FALSE,TRUE,FALSE,FALSE
593,NA,D1,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.63120567,NA,NA,NA,NA,NA,NA,35.11386522,421.3663827,3.564846928,49.90785699,9.8500345,8.442886714,-16.05972822,FALSE,FALSE,TRUE,FALSE,FALSE
594,NA,D1,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.13114754,NA,NA,NA,NA,NA,NA,34.53868616,414.4642339,3.474155565,48.63817791,9.941606101,8.521376658,-15.7136794,FALSE,FALSE,TRUE,FALSE,FALSE
595,NA,D1,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.27027027,NA,NA,NA,NA,NA,NA,33.84580822,406.1496987,3.450255359,48.30357503,9.809653112,8.408274096,-16.13976494,FALSE,FALSE,TRUE,FALSE,FALSE
596,NA,D1,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.61146497,NA,NA,NA,NA,NA,NA,36.08442623,433.0131148,3.512600776,49.17641087,10.27285152,8.805301305,-16.146678,FALSE,FALSE,TRUE,FALSE,FALSE
597,NA,D1,NA,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.88636364,NA,NA,NA,NA,NA,NA,34.02090326,408.2508392,3.465578862,48.51810407,9.816802508,8.41440215,-16.38772937,FALSE,FALSE,TRUE,FALSE,FALSE
598,NA,D1,NA,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.30208333,NA,NA,NA,NA,NA,NA,39.09327109,469.1192531,3.785182838,52.99255973,10.32797431,8.852549405,-19.842099,FALSE,FALSE,TRUE,FALSE,FALSE
599,NA,D1,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.10062893,NA,NA,NA,NA,NA,NA,38.54508622,462.5410347,3.762478531,52.67469943,10.24459965,8.78108541,-17.5204778,FALSE,FALSE,TRUE,FALSE,FALSE
600,NA,D1,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.67605634,NA,NA,NA,NA,NA,NA,37.3136875,447.76425,3.682496979,51.55495771,10.13271368,8.68518315,-16.64432721,FALSE,FALSE,TRUE,FALSE,FALSE
601,NA,D1,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00530504,NA,NA,NA,NA,NA,NA,37.94178783,455.301454,3.696210214,51.746943,10.2650514,8.798615485,-16.88513444,FALSE,FALSE,TRUE,FALSE,FALSE
602,NA,D1,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.89162562,NA,NA,NA,NA,NA,NA,38.00139475,456.016737,3.780284822,52.92398751,10.05252158,8.616447067,-16.32385662,FALSE,FALSE,TRUE,FALSE,FALSE
603,NA,D1,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.95577396,NA,NA,NA,NA,NA,NA,38.35559694,460.2671633,3.805755092,53.28057128,10.07831456,8.638555334,-16.47493461,FALSE,FALSE,TRUE,FALSE,FALSE
604,NA,D1,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.38129496,NA,NA,NA,NA,NA,NA,38.85113255,466.2135906,3.683580553,51.57012774,10.54711089,9.040380759,-17.80030622,FALSE,FALSE,TRUE,FALSE,FALSE
605,NA,D1,NA,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.3681592,NA,NA,NA,NA,NA,NA,38.90274067,466.832888,3.690726795,51.67017513,10.54067202,9.034861733,-19.12758648,FALSE,FALSE,TRUE,FALSE,FALSE
606,NA,D1,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.62921348,NA,NA,NA,NA,NA,NA,37.82835108,453.940213,3.377444364,47.2842211,11.20028844,9.600247239,-20.13370329,FALSE,FALSE,TRUE,FALSE,FALSE
607,NA,D1,NA,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.21443737,NA,NA,NA,NA,NA,NA,36.63751193,439.6501432,3.079339268,43.11074975,11.89784845,10.19815581,-20.14506032,FALSE,FALSE,TRUE,FALSE,FALSE
608,NA,D2,NA,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.48387097,NA,NA,NA,NA,NA,NA,36.58531689,439.0238027,3.455697738,48.37976834,10.58695513,9.074532967,-19.22485299,FALSE,FALSE,TRUE,FALSE,FALSE
609,NA,D2,NA,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.13829787,NA,NA,NA,NA,NA,NA,36.35703637,436.2844365,3.468502744,48.55903842,10.48205495,8.984618533,-19.31173471,FALSE,FALSE,TRUE,FALSE,FALSE
610,NA,D2,NA,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.87755102,NA,NA,NA,NA,NA,NA,36.86302244,442.3562693,3.554112589,49.75757624,10.37193435,8.890229443,-19.19057873,FALSE,FALSE,TRUE,FALSE,FALSE
611,NA,D2,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.48747153,NA,NA,NA,NA,NA,NA,37.01981037,444.2377245,3.609924504,50.53894305,10.25500958,8.790008213,-19.04322386,FALSE,FALSE,TRUE,FALSE,FALSE
612,NA,D2,NA,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.33115468,NA,NA,NA,NA,NA,NA,37.44222392,449.306687,3.588330535,50.23662748,10.43444119,8.94380673,-19.18118429,FALSE,FALSE,TRUE,FALSE,FALSE
613,NA,D2,NA,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.16513761,NA,NA,NA,NA,NA,NA,35.76042212,429.1250654,3.405690207,47.6796629,10.50019818,9.000169869,-19.70202333,FALSE,FALSE,TRUE,FALSE,FALSE
614,NA,D2,NA,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.36814621,NA,NA,NA,NA,NA,NA,35.6782883,428.1394595,3.403491457,47.64888039,10.48284938,8.985299466,-19.45733372,FALSE,FALSE,TRUE,FALSE,FALSE
615,NA,D2,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.23650386,NA,NA,NA,NA,NA,NA,34.99195525,419.903463,3.359120093,47.0276813,10.41700037,8.92885746,-18.64360873,FALSE,FALSE,TRUE,FALSE,FALSE
616,NA,D2,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.43504532,NA,NA,NA,NA,NA,NA,38.36755737,460.4106884,3.538755545,49.54257763,10.84210449,9.293232416,-17.08054048,FALSE,FALSE,TRUE,FALSE,FALSE
